,text,labels
1776,@najwakaram كوني دايماً بخير 💙💫,Entertainment
1777,@najwakaram قلبي مشتَقلِك 😔😢,Entertainment
1778,#صور..#حمص اليوم 18-12-2016 #صورة_سورية #جمال_سوريا #سوريا https://t.co/A9fEhbd3g2,None
1779,من الجفاف والنكد ع شوي برقص ع كيفك يا وجعيوالي بزيدا عليك انو اغاني وائل بقمة النكدياعمو بطللنا النكد بالاغاني 😭😂كرمال الغوالي@waelkfoury,None
1780,كل حاجة منلاقيها على أنغامي غلط ..إلا أغاني بهاء اليوسف 😂✋✋,None
1781,مو قصة رهبة بل إستقلالية وحرية صعب تتنازل https://t.co/HWhCzySVZ3,None
1782,اللهم قرّ عينه بتحقيق ما يدعوك به سرّاً وجهراً .. ياربي فرج قريب 🙏🏻💔 #كلنا_سعد_لمجرد مستنينك سعد ان شاء الله تكون… https://t.co/okXtFebFBH,Religion
1783,@wardelkhal @youssefalkhal يوسف الخال شاعر وصحفي لبناني سوري ولد في عمار الحصن وادي النصارى سوريا ثم عاش صباه في م… https://t.co/gUrcIfGNto,None
1784,#ريف_حلب_الجنويي طيران #الإحتلال_الروسي يستهدف بغارة جوية بالصواريخ الفراغية بلدة #خان_طومان .,Military_SecurityRussia
1785,@ElafSy سلامتك,None
1786,@Aboud7p7 وين البيت,None
1787,بحلب🙋😁 https://t.co/2g3jatFjxE,None
1788,بلشت اتأكد من مقولة بنات الصيدلة حلوات و بنات البشري بشعات,None
1789,@najwakaram عم بيسمّولي أسامي وانتَ من بين الأساميوأنا عم خبّي غرامي وهنّي حدّي حيرانين#HabibiMin 😭💜,Entertainment
1790,@lolotot2_k انا حرة مو انتو عملتو ثورة مشان حرية الرأي والديمقراطية ؟اي حلو عن طيزنا بقا بدنا نعبر بحرية عن راينا يا عمي,None
1791,دخيل قلب غزة وبنت غزة 😍❤عقبال عن.كن يارب انتو الشعب الي ما في منوو 😍😘✋❤😘 https://t.co/RZeaVZ1Xnu,None
1792,@acrw7 شوف بعينك الناس قرفت https://t.co/dBmbaFybD0,None
1793,@najwakaram واللّي حبّك إنتي سلاحوعمرو ما يهاب الموت 😭💜#مني_إلك_نجوى_كرم,None
1794,@NajwaKaramيلّي آخد قلبي وعقليوخلّاني من العاشقين.. 💜#HabibiMin #نجوى_كرمhttps://t.co/z3lhzjwFEl https://t.co/EAoL28JMHu,Entertainment
1795,سبحان الله إنسانيتكم ما بتجي غير بأوقات 😒و ما بكل المواقفانسانيتكم بتجي من أخبار قناة العربية والجزيرة وبسسس😒وشوية صور كلا كذب بكذب 💔😒,None
1796,بآياتنا' الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1797,بكلمات جميلة .. وأفعال أجمل .. أرواحنا خلقت لفترة من الزمن وسترحل ،ابتسمو .. وتناسوها أوجاعكم .. هي دنيا وليست جنة,None
1798,@laloushh وما ناقشت عالما الا غلبته,None
1799,@aa123aa34812002 اذا الفانز عم هيك بعتقد ببطل يغني 😂😅,None
1800,وانا بسمع الكلمة https://t.co/tQ9iPreYr8,None
1801,كلّ لحظة لحظة منعيشا وما فينا نرجّعا..,None
1802,"#عمران_من_تحت_الركام#عمران_منتحت_بقايا_العمران""نحن كالجسد والألم هو ألم العالم الإسلامي… https://t.co/ZiqAvaPppe",None
1803,#سوق الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1804,😒😒😒😒 فراق الاصدقاء هوي سبب من اسباب الراحة https://t.co/QTleMYzf1R,None
1805,@najwakaram 💕🌸دَخيْلا هَيّدي الكلمة ~ لمّا تقلّي صَبَاح الخَيّر 🙋بحروفا بحسّ بنَغمة ~ أروَع من زَقزَقة الطَّيْر 🙆https://t.co/yANjp2p3w9,Entertainment
1806,@moh_akkad92 عندي حساب عليه واستقبلت ضيف ألماني بعز الحرب ومن فترة لفترة بتجيني طلبات استضافة شي اعتذرت عنه وشي فقس,None
1807,@_neowam لا أفهمه ومن يأكله مع المعكرونة,None
1808,@youssefabbas3 قرأته أفضل,None
1809,@j_alashkar فَوددتُ تقْبيلَ السّيوفِ لأنها .. لمعَتْ كبارقِ ثغركِ المتبسمِ 😍😍,None
1810,نتمنى ولو رسمنا ابتسامة بسيطة على وجهك الطيب 💛😍 شكراً سعد لأنك فعلاً سعد جمهورك 💛❤ @saadlamjarred1 كن بخير واعطي… https://t.co/QOMMTW7DD0,None
1811,نورا و فيوزاتا بدّون يجيبولي بلوك من نجوى 😅,None
1812,@Samira_Hn @waelkfoury دخيل قلبك عقبالكن 😘,None
1813,@najwakaram معقولِة حَبيبي يشُوفوني بعِينَيك؟✨دخيلَك خبّيهن لـَ يحسدوني عليك..💫#حبيبي_مين #نجوى_كرم #HabibiMin 💘… https://t.co/FfsdBtUEFm,None
1814,@RanaSa1983 😂😂شفتون بالاخير قاعدين😂,None
1815,@TurkiMashaan @OthmanAl3miry @M3lomatk @othman_tech @ABD عفى الله عن ما مضى ولي مو عاجبو لا ينزل من برامجه شي,None
1816,ياريت لو بسرقك من الكل و بقلبي بخبيك و ما تفل ..🎶❤@elissakh ❤,None
1817,#تحديث_تويتر الأخير 👍🏼 https://t.co/M8WodtHa4W,None
1818,#عاجل || طيران #الإحتلال_الروسي يستهدف بالقنابل الفوسفورية قرية #السلوم بريف حلب الغربي .#الأسد_يحرق_حلب,Russia
1819,@aa123aa34812002 اي لانو سمعوا شافوا لظافر عم يقص صورة دلال😅و قعد بمحل معتز وكان الخجر عطاولة يمكن 😂✋,None
1820,@najwakaram غرامَك يا قَلبي كبير قَدّ ما بدَّك قول وأكتر😍لا تفكّر هالقلب زغير عَندو حُبّ وحبّو بيكتَر💘#نجوى_كرم 🌸https://t.co/iobZklG0hE,Entertainment
1821,@najwakaram غرامَك يا قَلبي كبير قَدّ ما بدَّك قول وأكترلا تفكّر هالقلب زغير عَندو حُبّ وحبّو بيكتَر ❣#نجوى_كرم 💫https://t.co/iobZklG0hE,Entertainment
1822,@najwakaram بهالـ 30 دقيقة اديش تعلمنا منك اشيا حلوةلو تعرفي فخورين فيكي نحنا!! 😭✨,Entertainment
1823,@Wisam90sa مين قال؟ أيمن زبيب برأس السنة بلبنان https://t.co/QnDP0icIeN,None
1824,@HayaMasarji اشتقت اليك فعلمني الا اشتاقشتقتلك ..بس كم يوم و بكون عندك انشالله ❤😍💔#قلعة_حلب ❤ https://t.co/Dn5QTytac4,None
1825,😂كل شي عم بيصير بالدني بسبب تدخل حزب الله بسوريا لا تخرج قبل ان تقول سبحان الله https://t.co/tqzprnokbS,Extremist_Group
1826,@najwakaram Yaaaa 7oubbi entiii😘بِغيّرني بكلمة بِنَسّيني اسمي..و عَ جوانِح النَسمة بيبْعَتلي سَلام! ❤#AhMnelGharam,Entertainment
1827,@RayounaAna @ZerelliAmal وحياة الله كنت عم اتخيلها عم تقرا الله يخربيتكن 😂😂😭,Religion
1828,مستنينه الرائع 💛❤💛❤💛 @saadlamjarred1 https://t.co/hyJgL9UaeL,None
1829,خلّيني مغرومة فيك..من قلبي عَ قلبي تسرح#نجوى_كرم #منّي_إلك 💖@NajwaKaramhttps://t.co/Go1ZJcc3QF,None
1830,صغِيرة وتُوعَظْني من كتَاب..بـيَحْكي الدّنيّة نعَاج.. ديَاب🙇,None
1831,@najwakaram بنت الكَرَم #هيدا_حكي_نجوى_كرم,Entertainment
1832,#كلنا الآن نشط في Syria https://t.co/k5pEyVQA4B,None
1833,@3_hamouda1 تسلم يارب يخليلك اهلك ❤🌸,None
1834,@najwakaram كلّ الدّنيي تحَدّيت.. و للعَشرة ما عَدّيت 😌https://t.co/ZR1fSQ6WGG#مني_إلك #نجوى_كرم,Entertainment
1835,@aa123aa34812002 @RanaSa1983 @zahra_kf122 وياريت بس تحليلات تحليلات ومعن ابحاث 😒,None
1836,أنا اشتَقت للجملة التانية🙈 https://t.co/6omlgJA6GY,None
1837,@ghazalsy20032 و سلامة قلبك غزولة 💖😘💋❤,None
1838,@Mosab_HMS لفلك ياها,None
1839,هكذا سرح فريق بانغو عن الجيلبريك قريباً بإذن الله @ Technology World https://t.co/BPu6HGqtDj,None
1840,@najwakaram حلقة تاريخيّة و نقطة عالسَطر 😌#هيدا_حكي,None
1841,ولو الله من وين طالعينلي بهي انو اهل #داريا هاجرو ..يا ولاد الكلب هدول هربو ستسلمو ، طلعو بالباصات عم يهتفو بالروح بالدم نفذيك يا بشار 😂😂😂😂,None
1842,@najwakaram @NK_Fans يا بشوفِك يا بيخلَص عُمري.. و ما هَمّي كِيف! 🌹#LDenyiT7addeet #الدنيي_تحديت #نجوى_كرم 💫 https://t.co/usuKDpLTSL,Entertainment
1843,لمّا بترضى بأقل من يللي بتستاهلو، رح تاخد أقل من يللي رضيت فيه ..,None
1844,الجيش العربي السوري و قواته المساندة و الحليفة يسحقون عصابات النصرة على محور 1070 جنوب غرب و يستعيدون 25 كتلة سكنية,Military_Security
1845,بفرض ع تويتر يلزم مستخدميه ما يحطو صور غير بشرية https://t.co/2RPwVELn9Q,None
1846,@najwakaram صَباح الخير و الحُبّ و الوَرد و الكلّ شي حلو بتحبيّيه 🙌🌹💫,Entertainment
1847,#فتح الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1848,@najwakaram نجمَك سطَع.. ضحكوا السَنابِل للحَريروجّك حَلى.. لفيو البلابِل عَ الغَدير#نجوى_كرم #طلّة_ملك ❣💫https://t.co/CXke6k7agt,Entertainment
1849,#معركة الآن نشط في Syria https://t.co/kK9eCRWKEK,None
1850,إعلام السيسي يتقاسم الكعكة مع إعلام النظام ويروج لصالح #روسيا وعصابات النظام في #حلبهاي آخرة الثورة يا #مصر https://t.co/xMn9y5ZLkM,None
1851,@najwakaram اللهم نوِّر مَرقدهُ🙏وأَلهم أهله الصبر والسلوان🙏#PrayForNicolasKaram,Entertainment
1852,"وفجأة تلات أرباع حسابات الشباب ع الفيسبوك انكتب جنب اسمهم ""أبو جبل"" 😑🤨#الهيبة #بلا_هبل #ماع #غنم #تخلف #رجعية #بلدان_عالم_ثالث #ارتقوا",None
1853,😂😂😁😅ااااخ 😁😂 https://t.co/kwoOezeIYX,None
1854,أحلى عيلة 💞 https://t.co/XbgqGqjH4I,None
1855,@FarrahYousef ناطرينك شي يوم بحلب! ولا شو؟!,None
1856,قَصِمَ ( فعل ):قَصِمَ ، يَقْصَمُ ، مصدر قَصَمٌ قَصِمَ الرُّمْحُ : اِنْكَسَرَالقُصَمُ : الذي يحَطِّمُ كلَّ ما يلقاهُ#بالعربي,None
1857,@hamoud_almousa @aisyria11 @hsfi ما عندي أي فكرة عنه ما بتابع أخبار بس صفحات الاغتراب السوري وبتأكد من كذا مصدر قبل النشر مصداقيتي أولاً,None
1858,عطول موبيلك فاضي😅😂انو واخيراً رحتي 💃😂مبروك https://t.co/lEIXefOrQS,None
1859,@Aylaalkurdi منيحة لطريق الشام,None
1860,@tweetytweetyt شو هل السماجة 😾,None
1861,قَالَ رَسُولُ اللَّهِ -ﷺ- : « سِبَابُ الْمُسْلِمِ فُسُوقٌ وَقِتَالُهُ كُفْرٌ ».#حديث_نبوي,None
1862,ﺁﻗُﺪٍﺁﺭﻧِﺂ ﻫّـﺪٍﺁﻳِﺂ ﻣًﻐُﻠَﻘُﺔ ﻟَﺂﻧِﻌٌﺮﻓُـ ﻣًﺂﺑًﺪٍﺁﺧِـﻠَﻪّـﺂ ،ﻓُـ ﺗٌـﻔُـﺂﺋﻠَﻮٌﺁ ﺏً ﺁﻟَﺨِـﻴِﺮ ﺗٌـﺠّـﺪٍﻭٌﺓ♥️♥️♥️ https://t.co/FuNuYO7L13,None
1863,@najwakaram حبّيتك متل ما حدا حَبّ و لا بيوم رح بيحبّ❤,Entertainment
1864,@najwakaram 💕الله يحميكِ و يحرسِك و يزيدِك عِزّ و نَجَاح أكتر و أكتر ياربّ 🙏🌸,Entertainment
1865,بسم الله ما شاء الله ولا حول ولا قوة الا بالله العلي العظيم كرم… https://t.co/Lf8oSyfd58,Religion
1866,#الاتحاد الآن نشط في Syriahttps://t.co/rL5qw62R6F https://t.co/n6bKnU4X5n,None
1867,اذا كان هذا العالم فيه ادنى شيء من الاخلاق فليحاسب الدولة المجرمة تركيا منظر سرقة المعامل في حلب تدمي القلوب من قبل عصابات اردوغان,None
1868,أيها الفَرجْ ؛ ألا يوجدُ مُتَسعٌ في دَفتَرِ مَواعيدِكَ لِي ؟؟مَازلتُ قَيْدَ الإنتِظار ! #تصبحون_على_خير https://t.co/JuaTE9RfwP,None
1869,من أول المشوار ما كنتي إلي 🎵🎶❤@waelkfoury,Entertainment
1870,هيدا بيشبه كرم ابن خيا لنجوى 🤔,None
1871,مرة قلتلو لاستاذنا التاريخ يحكيلنا ليش هيك دمروا الاماكن الاثرية بحلب وهو عم يحكيلنا دمعو عيونو 💔😢و ع شوي كان رح يبكي وهو عم يحكي,Aleppo
1872,يا عادلاً في حُكمهِ لا يظلمُبرحَ الخفا كم ذا نجنُ ونكتمُيا من مقاليدُ الأمور بكفهِعطفاً فأنت بحالِ عبدكَ أعلمُ… https://t.co/ojIfdhDwun,None
1873,يلي إلو عمر لا يتعب ولا يشقى!!!#ع_قولة_أهل_أولشوفوا وين صار بالزلمة 😀😃😀 https://t.co/15rggB4IlN,None
1874,#الآنغارات للحربي الروسي بالصواريخ المظليّة على بلدة #إبين بريف #حلب الغربي اللهمّ اجعلها برداً وسلاماً.,Russia
1875,@Deutschland_cia وهيدي وحدة كمان منشان تشبّع الولد👇👇👇😂😂😂😂 https://t.co/XfBsRvTjzi,None
1876,افتتاح معرض #سورية تاريخ حي في #كندا https://t.co/0hOQ7TDglT,None
